579,156,0.0004087820,7.00877,12
437,187,0.0002689290,6.86951,15
430,189,0.0003115900,6.61075,13
466,207,0.0003069500,6.94545,17
16,16,0.0000122000,5.5,10
407,152,0.0002435370,6.59085,12
422,168,0.0002669080,6.6126,14
96,27,0.0000696720,8.05422,11
576,87,0.0003218990,6.73002,7
634,119,0.0003526400,7.05254,13
90,57,0.0000500210,6.80982,15
560,141,0.0003194600,6.93239,11
83,47,0.0000459720,5.89116,13
502,146,0.0002215470,6.7343,14
66,39,0.0000319410,6.13445,13
501,146,0.0002222260,6.69877,10
81,44,0.0000387820,6.51064,10
46,37,0.0000197710,7.86905,19
386,160,0.0001711150,6.8064,18
429,190,0.0002971290,6.8082,16
540,132,0.0003586610,6.77443,14
453,166,0.0002131460,6.64375,10
464,181,0.0002026070,6.87607,15
651,198,0.0002894790,7.22193,14
406,189,0.0001808650,6.62845,13
423,187,0.0001842360,6.83737,15
453,203,0.0001991760,6.81716,15
17,15,0.0000088700,5.38235,7
405,165,0.0001768360,6.69777,13
542,140,0.0002375570,6.95327,16
135,38,0.0000555120,8.6913,14
67,34,0.0000286700,7.91453,12
452,194,0.0003040400,6.75905,16
432,195,0.0001862660,6.80921,13
521,162,0.0002297560,6.9145,14
111,79,0.0000465910,7.82741,17
590,98,0.0002588580,6.83349,14
549,148,0.0002412470,6.89877,14
447,184,0.0001932360,6.72819,12
460,211,0.0002236870,6.95679,13
394,140,0.0001724150,6.4721,8
65,45,0.0000317910,7.79832,19
510,155,0.0002275070,6.72898,11
525,222,0.0002342170,6.77065,16
533,130,0.0002331770,6.88877,14
416,184,0.0001808460,6.96346,20
19,18,0.0000086810,7.47222,14
428,181,0.0004531240,6.7876,15
552,149,0.0003644710,6.85234,11
461,198,0.0002507270,7.30037,16
496,174,0.0002504480,7.07913,12
88,49,0.0000381820,7.53896,15
601,101,0.0002670880,6.78992,11
452,206,0.0002091870,7.27904,16
560,132,0.0002835490,6.86391,12
43,36,0.0000239210,7.33333,16
480,180,0.0002610380,6.94675,8
459,216,0.0002049370,7.02829,12
80,55,0.0000425210,7.75887,17
68,46,0.0000292810,6.6281,16
525,219,0.0002296970,6.79652,19
401,153,0.0001764550,6.59748,13
632,195,0.0004218730,7.22292,15
416,188,0.0002726190,6.95522,18
496,210,0.0002715180,7.47886,14
20,20,0.0000109010,7.91667,16
659,129,0.0002940890,7.1188,17
474,197,0.0002096270,6.95585,15
62,41,0.0000272200,7.63393,19
423,170,0.0001826150,6.56225,10
514,158,0.0002448470,6.83297,16
394,166,0.0001717850,6.625,16
420,181,0.0002935890,6.91263,15
410,178,0.0001797260,6.70621,18
386,175,0.0002154570,6.51458,11
448,176,0.0002630180,6.87753,20
389,164,0.0001728350,6.53546,14
466,194,0.0002021160,6.90413,16
453,194,0.0002004360,6.61615,10
442,193,0.0001955460,6.83655,17
590,129,0.0002626680,6.82882,11
454,197,0.0002122160,7.0087,21
57,39,0.0000349210,5.57547,11
18,17,0.0000106100,7.25714,13
387,149,0.0002127470,6.43586,7
572,175,0.0002543080,7.08036,17
417,179,0.0001841360,6.6449,11
596,175,0.0002632580,7.10293,17
382,168,0.0001718150,6.38881,8
522,150,0.0002302970,6.74273,12
580,151,0.0002606380,7.11359,21
458,208,0.0002023360,6.90999,18
485,176,0.0002136170,6.98945,12
580,152,0.0002575580,6.98928,14
409,152,0.0001769260,6.71724,12
403,161,0.0001739450,6.64895,17
636,186,0.0002879690,7.13375,8
48,29,0.0000227010,5.71591,9
613,104,0.0002706990,6.96051,14
450,203,0.0002482180,6.84375,13
